topic,length_chars,length_words,quality_score,sentiment,source_detail,plagiarism_score,notes,text_cleaned,text_cleaned_lower,ai_pattern_count,text_cleaned_lem,creation_year,creation_month,creation_dayofweek,label_encoded,avg_word_length,lexical_diversity,punctuation_density,exclamation_count,question_count,hedge_words_count,intensifier_count,first_person_count,sentence_count,type_token_ratio,avg_sentence_length,readability_score,grade_level,entity_density,person_entity_count,org_entity_count,location_entity_count,total_entities,passive_voice_ratio,unique_bigram_ratio,sentence_length_variability,contraction_density,leakage_flag
Science,89,12.0,4.26,-0.17,Gpt-4O-Mini,0.148,no_tone,Researchstyle summary on science suggests it requires more data for conclusive evidence.,researchstyle summary on science suggests it requires more data for conclusive evidence.,0,researchstyle summary science suggest require datum conclusive evidence .,2023,10,6,1,6.416666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,18.405,13.673333333333336,0.08333333333333333,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,False
Science,68,9.0,3.35,0.13,Llama-3-Small,0.047,no_tone,A concise overview of science it improves efficiency significantly.,a concise overview of science it improves efficiency significantly.,0,concise overview science improve efficiency significantly .,2025,6,4,1,6.555555555555555,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,0.30000000000001137,15.453333333333337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Health,75,14.0,1.76,0.08,Author_86,0.242,no_tone,My personal opinion on health is that users report a mixed set of outcomes.,my personal opinion on health is that users report a mixed set of outcomes.,0,personal opinion health user report mixed set outcome .,2023,10,2,0,4.428571428571429,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,65.72500000000001,7.570000000000004,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.0,0.0,False
Sports,101,14.0,2.99,0.23,Claude-2,0.076,no_tone,sports and highlights that costs can vary greatly depending on implementation.,sports and highlights that costs can vary greatly depending on implementation.,1,sport highlight cost vary greatly depend implementation .,2023,3,4,1,6.181818181818182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,41.8518181818182,10.154545454545456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Technology,163,26.0,3.93,-0.59,Author_49,0.266,personal_tone,technology in my daytoday life and found that it can be optimized with simple heuristics. This could change as new data becomes available.,technology in my daytoday life and found that it can be optimized with simple heuristics. this could change as new data becomes available.,0,technology daytoday life find optimize simple heuristic . change new datum available .,2023,12,6,0,5.043478260869565,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,13.0,55.38858695652178,8.390652173913043,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,1.0,3.5,0.0,True
Technology,105,14.0,3.96,0.6,Bloomz-7B,0.004,no_tone,technology is associated with costs can vary greatly depending on implementation.,technology is associated with costs can vary greatly depending on implementation.,1,technology associate cost vary greatly depend implementation .,2025,1,6,1,6.454545454545454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,16.590909090909097,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,False
Lifestyle,255,30.5,4.96,-0.35,Llama-3-Small,0.123,no_tone,Researchstyle summary on lifestyle suggests the results are promising but preliminary. Implementation details matter a lot here. there are tradeoffs to consider the results are promising but preliminary costs can vary greatly depending on implementation,researchstyle summary on lifestyle suggests the results are promising but preliminary. implementation details matter a lot here. there are tradeoffs to consider the results are promising but preliminary costs can vary greatly depending on implementation,0,researchstyle summary lifestyle suggest result promise preliminary . implementation detail matter lot . tradeoff consider result promising preliminary cost vary greatly depend implementation,2025,6,2,1,6.257142857142857,0.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.8,10.166666666666666,20.959047619047652,13.234285714285715,0.02857142857142857,1.0,0.0,0.0,1.0,0.08571428571428572,0.8823529411764706,4.921607686744467,0.0,True
Entertainment,167,27.0,4.44,0.78,Author_51,0.009,no_tone,My personal opinion on entertainment is that the results are promising but preliminary. it can be optimized with simple heuristics users report a mixed set of outcomes,my personal opinion on entertainment is that the results are promising but preliminary. it can be optimized with simple heuristics users report a mixed set of outcomes,0,personal opinion entertainment result promise preliminary . optimize simple heuristic user report mixed set outcome,2024,9,6,0,5.222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,13.5,39.59916666666669,11.089814814814819,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.5,0.0,True
Lifestyle,94,12.0,2.88,-0.5,Llama-3-Small,0.045,no_tone,lifestyle is associated with adoption increases with better education.,lifestyle is associated with adoption increases with better education.,1,lifestyle associate adoption increase well education .,2024,3,3,1,6.888888888888889,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8888888888888888,12.0,0.0,16.764444444444447,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.0,False
Finance,119,15.0,3.67,0.14,Llama-3-Small,0.113,no_tone,Researchstyle summary on finance suggests privacy concerns remain a top challenge. Further investigation is warranted.,researchstyle summary on finance suggests privacy concerns remain a top challenge. further investigation is warranted.,0,researchstyle summary finance suggest privacy concern remain challenge . investigation warrant .,2023,6,0,1,6.933333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.5,13.102499999999992,13.295000000000005,0.06666666666666667,1.0,0.0,0.0,1.0,0.06666666666666667,1.0,3.5,0.0,True
Travel,151,23.0,4.15,0.47,Claude-2,0.011,no_tone,A concise overview of travel there are tradeoffs to consider. the results are promising but preliminary it requires more data for conclusive evidence,a concise overview of travel there are tradeoffs to consider. the results are promising but preliminary it requires more data for conclusive evidence,0,concise overview travel tradeoff consider . result promise preliminary require datum conclusive evidence,2025,3,2,1,5.521739130434782,0.9565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9565217391304348,11.5,33.31902173913048,11.468913043478263,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,1.0,1.5,0.0,False
Finance,105,16.0,4.42,0.61,Author_6,0.302,personal_tone,"After trying several approaches related to finance, I noticed it can be optimized with simple heuristics.","after trying several approaches related to finance, i noticed it can be optimized with simple heuristics.",0,"try approach relate finance , notice optimize simple heuristic .",2023,3,2,0,5.625,1.0,0.0625,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,31.97,12.775000000000002,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,False
Travel,92,13.0,4.12,0.48,Claude-2,0.119,no_tone,travel and highlights that the results are promising but preliminary.,travel and highlights that the results are promising but preliminary.,1,travel highlight result promise preliminary .,2023,1,6,1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,35.94500000000002,10.73,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,False
Finance,105,18.0,3.89,0.15,Author_82,0.081,personal_tone,finance in my daytoday life and found that users report a mixed set of outcomes.,finance in my daytoday life and found that users report a mixed set of outcomes.,0,finance daytoday life find user report mixed set outcome .,2024,8,1,0,4.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,73.17000000000003,6.780000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Sports,104,15.0,3.59,0.29,Author_40,0.216,personal_tone,sports in my daytoday life and found that it improves efficiency significantly.,sports in my daytoday life and found that it improves efficiency significantly.,0,sport daytoday life find improve efficiency significantly .,2025,5,1,0,5.666666666666667,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,15.0,39.55500000000001,10.723333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Travel,123,18.0,1.82,-0.16,Author_17,0.061,personal_tone,travel in my daytoday life and found that the community response has been overwhelmingly positive.,travel in my daytoday life and found that the community response has been overwhelmingly positive.,1,travel daytoday life find community response overwhelmingly positive .,2025,2,1,0,5.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,33.690000000000026,12.286666666666669,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,1.0,0.0,0.0,False
Sports,108,16.0,3.14,-0.22,Author_15,0.238,personal_tone,sports in my daytoday life and found that adoption increases with better education.,sports in my daytoday life and found that adoption increases with better education.,0,sport daytoday life find adoption increase well education .,2024,7,5,0,5.461538461538462,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,43.963076923076954,10.356923076923078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Lifestyle,93,13.0,3.14,0.46,Claude-2,0.139,no_tone,lifestyle and highlights that privacy concerns remain a top challenge.,lifestyle and highlights that privacy concerns remain a top challenge.,1,lifestyle highlight privacy concern remain challenge .,2023,1,0,1,6.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,52.86500000000001,8.370000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
Sports,97,14.0,2.9,0.49,Author_33,0.109,personal_tone,"sports, I believe the community response has been overwhelmingly positive.","sports, i believe the community response has been overwhelmingly positive.",1,"sport , believe community response overwhelmingly positive .",2023,11,4,0,6.5,1.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,19.025000000000006,13.09,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,False
Technology,107,15.0,4.11,-0.57,Author_39,0.124,personal_tone,"After trying several approaches related to technology, I noticed the results are promising but preliminary.","after trying several approaches related to technology, i noticed the results are promising but preliminary.",0,"try approach relate technology , notice result promise preliminary .",2024,12,6,0,6.2,1.0,0.06666666666666667,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15.0,5.490000000000009,16.220000000000006,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,1.0,0.0,0.0,False
Food,104,14.0,4.65,-0.36,Llama-3-Small,0.067,no_tone,food is associated with the community response has been overwhelmingly positive.,food is associated with the community response has been overwhelmingly positive.,2,food associate community response overwhelmingly positive .,2024,6,3,1,6.363636363636363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,3.3972727272727354,15.518181818181823,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,1.0,0.0,0.0,False
Lifestyle,90,11.0,2.99,-0.02,Bloomz-7B,0.098,no_tone,lifestyle is associated with it improves efficiency significantly.,lifestyle is associated with it improves efficiency significantly.,1,lifestyle associate improve efficiency significantly .,2024,7,0,1,7.375,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,18.505,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.0,0.0,False
Science,86,12.0,3.09,-0.36,Gpt-4O-Mini,0.132,no_tone,Researchstyle summary on science suggests it can be optimized with simple heuristics.,researchstyle summary on science suggests it can be optimized with simple heuristics.,0,researchstyle summary science suggest optimize simple heuristic .,2025,3,6,1,6.166666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,32.504999999999995,11.706666666666667,0.08333333333333333,1.0,0.0,0.0,1.0,0.08333333333333333,1.0,0.0,0.0,False
Travel,101,14.0,3.28,0.66,Gpt-5-Base,0.146,no_tone,travel and highlights that costs can vary greatly depending on implementation.,travel and highlights that costs can vary greatly depending on implementation.,1,travel highlight cost vary greatly depend implementation .,2025,5,2,1,6.181818181818182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,34.160909090909115,11.22727272727273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Health,159,22.0,4.99,-0.44,Author_50,0.03,personal_tone,"After trying several approaches related to health, I noticed the community response has been overwhelmingly positive. Implementation details matter a lot here.","after trying several approaches related to health, i noticed the community response has been overwhelmingly positive. implementation details matter a lot here.",1,"try approach relate health , notice community response overwhelmingly positive . implementation detail matter lot .",2024,9,1,0,6.2727272727272725,1.0,0.045454545454545456,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,18.77909090909094,13.372727272727271,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,1.0,5.0,0.0,True
Education,84,13.0,3.68,0.2,Bloomz-7B,0.05,no_tone,education shows it can be optimized with simple heuristics.,education shows it can be optimized with simple heuristics.,1,education show optimize simple heuristic .,2024,3,0,1,5.666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,37.900000000000034,10.208888888888893,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.0,False
Entertainment,94,11.0,3.65,-0.34,Gpt-5-Base,0.091,no_tone,entertainment and highlights that it improves efficiency significantly.,entertainment and highlights that it improves efficiency significantly.,1,entertainment highlight improve efficiency significantly .,2025,2,1,1,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,17.029999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
Lifestyle,70,12.0,3.63,-0.07,Claude-2,0.091,no_tone,A concise overview of lifestyle users report a mixed set of outcomes.,a concise overview of lifestyle users report a mixed set of outcomes.,0,concise overview lifestyle user report mixed set outcome .,2023,7,0,1,4.833333333333333,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9166666666666666,12.0,60.70500000000001,7.773333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Food,85,14.0,3.59,-0.16,Gpt-5-Base,0.028,no_tone,food is associated with users report a mixed set of outcomes.,food is associated with users report a mixed set of outcomes.,1,food associate user report mixed set outcome .,2024,12,5,1,4.636363636363637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,57.23363636363638,8.009090909090911,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,False
Finance,84,10.0,4.44,-0.35,Llama-3-Small,0.087,no_tone,Researchstyle summary on finance suggests adoption increases with better education.,researchstyle summary on finance suggests adoption increases with better education.,0,researchstyle summary finance suggest adoption increase well education .,2023,11,2,1,7.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,16.63,0.1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,False
Entertainment,138,18.0,3.41,-0.32,Llama-3-Small,0.118,no_tone,entertainment shows the results are promising but preliminary. will shape future developments.,entertainment shows the results are promising but preliminary. will shape future developments.,1,entertainment show result promise preliminary . shape future development .,2025,7,0,1,6.916666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,17.44500000000002,12.316666666666666,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,2.0,0.0,True
Finance,99,12.0,3.76,0.39,Claude-2,0.103,no_tone,Researchstyle summary on finance suggests the community response has been overwhelmingly positive.,researchstyle summary on finance suggests the community response has been overwhelmingly positive.,1,researchstyle summary finance suggest community response overwhelmingly positive .,2025,5,6,1,7.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,16.62333333333334,0.08333333333333333,1.0,0.0,0.0,1.0,0.08333333333333333,1.0,0.0,0.0,False
Food,108,18.0,3.68,0.4,Author_86,0.177,personal_tone,food in my daytoday life and found that it can be optimized with simple heuristics.,food in my daytoday life and found that it can be optimized with simple heuristics.,0,food daytoday life find optimize simple heuristic .,2023,5,0,0,4.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,67.53000000000003,7.566666666666666,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,1.0,0.0,0.0,False
Science,88,11.0,3.95,0.38,Gpt-5-Base,0.066,no_tone,science is associated with it improves efficiency significantly.,science is associated with it improves efficiency significantly.,1,science associate improve efficiency significantly .,2024,4,6,1,7.125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,18.505,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.0,0.0,False
Health,78,12.0,4.57,-0.49,Claude-2,0.089,no_tone,health shows privacy concerns remain a top challenge.,health shows privacy concerns remain a top challenge.,1,health show privacy concern remain challenge .,2023,6,0,1,5.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,61.24000000000001,6.705000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
Education,88,12.0,4.29,0.37,Gpt-4O-Mini,0.033,no_tone,Researchstyle summary on education suggests it can be optimized with simple heuristics.,researchstyle summary on education suggests it can be optimized with simple heuristics.,0,researchstyle summary education suggest optimize simple heuristic .,2025,4,0,1,6.333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,18.405,13.673333333333336,0.08333333333333333,1.0,0.0,0.0,1.0,0.08333333333333333,1.0,0.0,0.0,False
Travel,129,20.0,4.13,-0.57,Bloomz-7B,0.063,no_tone,Researchstyle summary on travel suggests privacy concerns remain a top challenge. I would love to hear others thoughts on this.,researchstyle summary on travel suggests privacy concerns remain a top challenge. i would love to hear others thoughts on this.,0,researchstyle summary travel suggest privacy concern remain challenge . love hear thought .,2024,12,5,1,5.4,0.95,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.95,10.0,61.32500000000002,7.190000000000001,0.05,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,True
Sports,280,30.5,1.53,0.44,Author_55,0.346,personal_tone,sports in my daytoday life and found that there are tradeoffs to consider. Implementation details matter a lot here. the results are promising but preliminary privacy concerns remain a top challenge the community response has been overwhelmingly positive,sports in my daytoday life and found that there are tradeoffs to consider. implementation details matter a lot here. the results are promising but preliminary privacy concerns remain a top challenge the community response has been overwhelmingly positive,1,sport daytoday life find tradeoff consider . implementation detail matter lot . result promise preliminary privacy concern remain challenge community response overwhelmingly positive,2025,4,2,0,5.7105263157894735,0.9210526315789473,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.9210526315789473,10.166666666666666,35.909912280701775,11.397368421052636,0.0,0.0,0.0,0.0,0.0,0.07894736842105263,1.0,5.312459150169743,0.0,True
Technology,149,21.0,3.23,0.51,Gpt-5-Base,0.073,no_tone,Researchstyle summary on technology suggests the community response has been overwhelmingly positive. I would love to hear others thoughts on this.,researchstyle summary on technology suggests the community response has been overwhelmingly positive. i would love to hear others thoughts on this.,1,researchstyle summary technology suggest community response overwhelmingly positive . love hear thought .,2023,1,5,1,6.0476190476190474,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.9523809523809523,10.5,35.0346428571429,10.981190476190477,0.047619047619047616,1.0,0.0,0.0,1.0,0.047619047619047616,1.0,1.5,0.0,False
Health,84,14.0,2.41,-0.11,Author_49,0.118,personal_tone,"health, I believe it can be optimized with simple heuristics.","health, i believe it can be optimized with simple heuristics.",0,"health , believe optimize simple heuristic .",2024,4,2,0,5.2,1.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,61.32500000000002,7.190000000000001,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,False
Finance,82,12.0,4.88,-0.03,Author_48,0.07,no_tone,", finance often leads to adoption increases with better education.",", finance often leads to adoption increases with better education.",0,", finance lead adoption increase well education .",2023,2,2,0,5.7,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,12.0,19.100000000000023,12.831111111111113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Lifestyle,103,16.0,3.39,-0.51,Author_61,0.345,personal_tone,lifestyle in my daytoday life and found that there are tradeoffs to consider.,lifestyle in my daytoday life and found that there are tradeoffs to consider.,0,lifestyle daytoday life find tradeoff consider .,2025,7,4,0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,69.99384615384618,6.726153846153846,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,1.0,0.0,0.0,False
Entertainment,97,13.0,3.97,-0.08,Llama-3-Small,0.093,no_tone,entertainment is associated with privacy concerns remain a top challenge.,entertainment is associated with privacy concerns remain a top challenge.,1,entertainment associate privacy concern remain challenge .,2025,5,3,1,6.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,10.564999999999998,14.270000000000007,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,True
Lifestyle,82,9.0,3.43,-0.13,Bloomz-7B,0.13,no_tone,Researchstyle summary on lifestyle suggests it improves efficiency significantly.,researchstyle summary on lifestyle suggests it improves efficiency significantly.,0,researchstyle summary lifestyle suggest improve efficiency significantly .,2025,7,1,1,8.11111111111111,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,18.075555555555557,0.1111111111111111,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,False
Travel,80,12.0,2.64,0.69,Llama-3-Small,0.061,no_tone,travel shows the results are promising but preliminary.,travel shows the results are promising but preliminary.,1,travel show result promise preliminary .,2025,4,2,1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,29.515000000000015,11.130000000000003,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.0,0.0,False
Sports,102,14.0,2.21,0.47,Author_86,0.139,personal_tone,"After trying several approaches related to sports, I noticed adoption increases with better education.","after trying several approaches related to sports, i noticed adoption increases with better education.",0,"try approach relate sport , notice adoption increase well education .",2023,9,5,0,6.357142857142857,1.0,0.07142857142857142,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,11.339285714285722,15.15571428571429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Education,92,13.0,3.18,-0.48,Gpt-4O-Mini,0.075,no_tone,education shows costs can vary greatly depending on implementation.,education shows costs can vary greatly depending on implementation.,1,education show cost vary greatly depend implementation .,2024,1,2,1,6.555555555555555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,9.700000000000017,14.142222222222227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Sports,127,19.0,3.24,0.31,Author_26,0.291,personal_tone,"After trying several approaches related to sports, I noticed there are tradeoffs to consider. there are tradeoffs to consider","after trying several approaches related to sports, i noticed there are tradeoffs to consider. there are tradeoffs to consider",0,"try approach relate sport , notice tradeoff consider . tradeoff consider",2025,3,4,0,5.631578947368421,0.7368421052631579,0.05263157894736842,0.0,0.0,0.0,0.0,1.0,2.0,0.7368421052631579,9.5,50.25565789473683,8.609736842105267,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.8333333333333334,4.5,0.0,False
Education,152,22.0,4.65,0.25,Author_41,0.325,personal_tone,"After trying several approaches related to education, I noticed the results are promising but preliminary. it requires more data for conclusive evidence","after trying several approaches related to education, i noticed the results are promising but preliminary. it requires more data for conclusive evidence",0,"try approach relate education , notice result promise preliminary . require datum conclusive evidence",2023,2,4,0,5.954545454545454,1.0,0.045454545454545456,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,14.933636363636396,13.90909090909091,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,1.0,4.0,0.0,False
Lifestyle,96,14.0,2.64,0.41,Gpt-5-Base,0.077,no_tone,lifestyle is associated with it can be optimized with simple heuristics.,lifestyle is associated with it can be optimized with simple heuristics.,1,lifestyle associate optimize simple heuristic .,2024,2,1,1,5.636363636363637,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9090909090909091,14.0,34.160909090909115,11.22727272727273,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,1.0,0.0,0.0,False
Health,134,23.0,2.89,-0.18,Llama-3-Small,0.031,no_tone,health is associated with users report a mixed set of outcomes. I would love to hear others thoughts on this.,health is associated with users report a mixed set of outcomes. i would love to hear others thoughts on this.,1,health associate user report mixed set outcome . love hear thought .,2023,8,4,1,4.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.5,78.24500000000002,4.830000000000002,0.0,0.0,0.0,0.0,0.0,0.05,1.0,1.0,0.0,False
Travel,147,24.0,3.45,0.29,Author_55,0.219,personal_tone,"After trying several approaches related to travel, I noticed users report a mixed set of outcomes. This could change as new data becomes available.","after trying several approaches related to travel, i noticed users report a mixed set of outcomes. this could change as new data becomes available.",0,"try approach relate travel , notice user report mixed set outcome . change new datum available .",2025,1,2,0,5.166666666666667,1.0,0.041666666666666664,0.0,0.0,1.0,0.0,1.0,2.0,1.0,12.0,50.130000000000024,9.248333333333335,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,1.0,4.0,0.0,True
Health,218,29.0,3.23,-0.02,Gpt-5-Base,0.136,no_tone,health and highlights that it improves efficiency significantly. costs can vary greatly depending on implementation it can be optimized with simple heuristics it improves efficiency significantly,health and highlights that it improves efficiency significantly. costs can vary greatly depending on implementation it can be optimized with simple heuristics it improves efficiency significantly,1,health highlight improve efficiency significantly . cost vary greatly depend implementation optimize simple heuristic improve efficiency significantly,2023,3,1,1,6.538461538461538,0.8076923076923077,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.8076923076923077,14.5,11.424615384615407,14.895384615384618,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.92,5.0,0.0,False
Travel,118,18.0,1.94,-0.05,Author_50,0.26,personal_tone,travel in my daytoday life and found that costs can vary greatly depending on implementation.,travel in my daytoday life and found that costs can vary greatly depending on implementation.,0,travel daytoday life find cost vary greatly depend implementation .,2025,6,6,0,5.266666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,44.97000000000003,10.713333333333338,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Science,88,14.0,3.06,0.71,Claude-2,0.056,no_tone,science is associated with users report a mixed set of outcomes.,science is associated with users report a mixed set of outcomes.,1,science associate user report mixed set outcome .,2024,3,2,1,4.909090909090909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,49.54272727272729,9.081818181818182,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,False
Science,88,14.0,4.59,0.87,Gpt-4O-Mini,0.097,no_tone,science and highlights that users report a mixed set of outcomes.,science and highlights that users report a mixed set of outcomes.,1,science highlight user report mixed set outcome .,2023,3,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,72.61545454545457,5.863636363636363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Lifestyle,88,12.0,4.23,0.22,Claude-2,0.105,no_tone,Researchstyle summary on lifestyle suggests it can be optimized with simple heuristics.,researchstyle summary on lifestyle suggests it can be optimized with simple heuristics.,0,researchstyle summary lifestyle suggest optimize simple heuristic .,2025,3,3,1,6.333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,32.504999999999995,11.706666666666667,0.08333333333333333,1.0,0.0,0.0,1.0,0.08333333333333333,1.0,0.0,0.0,False
Technology,90,12.0,2.51,0.72,Bloomz-7B,0.088,no_tone,A concise overview of technology the community response has been overwhelmingly positive.,a concise overview of technology the community response has been overwhelmingly positive.,1,concise overview technology community response overwhelmingly positive .,2023,9,4,1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,16.62333333333334,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,0.0,0.0,False
Food,87,13.0,2.56,-0.14,Bloomz-7B,0.123,no_tone,food shows costs can vary greatly depending on implementation.,food shows costs can vary greatly depending on implementation.,1,food show cost vary greatly depend implementation .,2023,12,0,1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,37.900000000000034,10.208888888888893,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
